NumItems,ExecutionTimeMicroseconds
232810,222409
232910,227830
233010,219607
233110,236569
233210,230710
233310,224243
233410,232288
233510,233528
233610,233532
233710,226242
233810,225335
233910,221062
234010,209053
234110,242733
234210,233998
234310,243777
234410,229420
234510,237286
234610,230607
234710,243300
234810,233123
234910,232461
235010,241029
235110,243649
235210,264814
235310,218195
235410,225639
235510,225975
235610,230923
235710,215010
235810,227166
235910,234306
236010,234191
236110,228784
236210,222286
236310,255021
236410,218474
236510,232300
236610,235535
236710,232593
236810,211988
236910,223372
237010,230206
237110,238848
237210,221986
237310,233714
237410,250490
237510,224596
237610,241318
237710,227205
237810,230501
237910,256919
238010,224092
238110,254456
238210,224869
238310,235484
238410,236821
238510,241540
238610,232827
238710,241425
238810,251805
238910,240503
239010,237498
239110,231153
239210,228682
239310,223621
239410,244468
239510,243290
239610,227278
239710,231447
239810,275709
239910,249325
240010,256648
240110,244579
240210,245785
240310,240866
240410,223726
240510,247032
240610,232394
240710,214359
240810,249702
240910,228086
241010,230998
241110,220891
241210,226687
241310,225502
241410,226237
241510,237669
241610,256091
241710,243050
241810,259096
241910,212884
242010,256360
242110,245558
242210,257847
242310,253963
242410,264425
242510,261875
242610,264378
242710,264335
242810,266730
242910,240728
243010,241139
243110,244561
243210,241633
243310,244608
243410,240592
243510,254011
243610,237895
243710,239316
243810,233465
243910,239933
244010,250618
244110,248528
244210,259362
244310,239574
244410,320572
244510,247896
244610,248705
244710,241329
244810,260162
244910,248579
245010,238740
245110,238136
245210,235507
245310,242384
245410,241986
245510,244304
245610,229102
245710,264566
245810,246768
245910,237303
246010,243549
246110,282036
246210,248944
246310,247211
246410,254907
246510,241325
246610,237044
246710,231716
246810,275634
246910,254356
247010,236238
247110,229907
247210,242659
247310,274168
247410,256204
247510,242841
247610,262521
247710,241113
247810,258125
247910,242350
248010,254039
248110,260976
248210,233419
248310,251364
248410,242955
248510,243189
248610,256279
248710,271446
248810,258879
248910,246458
249010,242014
249110,241387
249210,236760
249310,246822
249410,239889
249510,248374
249610,235166
249710,264590
249810,256762
249910,253948
250010,245809
250110,242758
250210,252675
250310,262093
250410,247032
250510,230876
250610
